date,BUYHOLD_combined
2018-01-02,0.999
2018-01-03,0.9971193246215513
2018-01-04,1.010964801419718
2018-01-05,0.9921137152511083
2018-01-08,1.0141599633852412
2018-01-09,1.0343162104445929
2018-01-10,1.0242497998535887
2018-01-11,1.0199396475643143
2018-01-12,1.0030457222606484
2018-01-15,0.9506208273896278
2018-01-16,0.950575429700512
2018-01-17,0.9434883661612237
2018-01-18,0.9513994592493866
2018-01-19,0.9584279462920662
2018-01-22,0.9708771750449952
2018-01-23,0.9779292882668269
2018-01-24,0.9671292555489261
2018-01-25,0.9766601718314771
2018-01-26,0.9587955176998983
2018-01-29,0.9454218435624842
2018-01-30,0.9453944944008332
2018-01-31,0.9054599198636994
2018-02-01,0.8694332564214539
2018-02-02,0.8832542231651455
2018-02-05,0.8743939822388468
2018-02-06,0.7951315443702219
2018-02-07,0.7959418193229033
2018-02-08,0.8161258732961465
2018-02-09,0.7676487361737315
2018-02-12,0.7903445722307562
2018-02-13,0.7889680698114823
2018-02-14,0.7918633299885576
2018-02-22,0.8296584128886872
2018-02-23,0.8297775034372833
2018-02-26,0.8479542038561821
2018-02-27,0.8506123693646819
2018-02-28,0.8686853326615075
2018-03-01,0.8736774367870173
2018-03-02,0.8821901951092875
2018-03-05,0.8937405728684966
2018-03-06,0.9119242395921833
2018-03-07,0.8924111436577775
2018-03-08,0.8962149764956597
2018-03-09,0.9006399533820555
2018-03-12,0.922545814588251
2018-03-13,0.902688651993562
2018-03-14,0.9115817967768548
2018-03-15,0.9194751799005461
2018-03-16,0.894501187418023
2018-03-19,0.8892221151407727
2018-03-20,0.8881301458419698
2018-03-21,0.877742931316564
2018-03-22,0.8800987789311231
2018-03-23,0.8249699333386781
2018-03-26,0.883227999744285
2018-03-27,0.9059935331408129
2018-03-28,0.8897303976813755
2018-03-29,0.9079322463300167
2018-03-30,0.9231318858577254
2018-04-02,0.936362090804055
2018-04-03,0.9173151881798809
2018-04-04,0.9189836298519135
2018-04-09,0.9791647127590369
2018-04-10,0.9671435668049041
2018-04-11,0.9723225893388097
2018-04-12,0.9487709063775732
2018-04-13,0.9355211095041852
2018-04-16,0.9245873059134914
2018-04-17,0.9205078306953701
2018-04-18,0.9410186529796793
2018-04-19,0.9802592429473763
2018-04-20,0.9574018290846196
2018-04-23,0.9176953259213038
2018-04-24,0.9298509136027344
2018-04-25,0.924357646697112
2018-04-26,0.8975932345990009
2018-04-27,0.9024711836718141
2018-05-02,0.8943087031140804
2018-05-03,0.8911855140127282
2018-05-04,0.8957638621657249
2018-05-07,0.9110834286048602
2018-05-08,0.9241707238812527
2018-05-09,0.919515080904176
2018-05-10,0.9122848799957491
2018-05-11,0.9194742335221575
2018-05-14,0.9158739965314934
2018-05-15,0.9184420513105561
2018-05-16,0.8977331639642593
2018-05-17,0.890297238849376
2018-05-18,0.8982063449030722
2018-05-21,0.9043909393912787
2018-05-22,0.9031981069010598
2018-05-23,0.888915594098163
2018-05-24,0.8807162422769194
2018-05-25,0.8663474296540193
2018-05-28,0.8514896084409678
2018-05-29,0.8525996480941144
2018-05-30,0.8420968881316624
2018-05-31,0.8496482110086654
2018-06-01,0.8462011260830066
2018-06-04,0.8363471345254107
2018-06-05,0.8483343986733856
2018-06-06,0.8501671736442353
2018-06-07,0.8461655117289267
2018-06-08,0.8264945736777756
2018-06-11,0.8223095390645391
2018-06-12,0.8318321735858148
2018-06-13,0.8244792882083937
2018-06-14,0.8451766619562545
2018-06-15,0.8425231505375748
2018-06-19,0.7919671593432515
2018-06-20,0.8000191665604085
2018-06-21,0.8030416607349603
2018-06-22,0.8139688648807674
2018-06-25,0.8040897006979684
2018-06-26,0.8212472447501795
2018-06-27,0.8342478934123305
2018-06-28,0.8189990037988258
2018-06-29,0.8379113454328702
2018-07-02,0.8237346123847297
2018-07-03,0.8199872343957353
2018-07-04,0.8167567880841933
2018-07-05,0.7756368319171144
2018-07-06,0.7777643053880929
2018-07-09,0.7907196256752209
2018-07-10,0.7965125593691614
2018-07-11,0.7689380700352919
2018-07-12,0.79166701675266
2018-07-13,0.7983029821339871
2018-07-16,0.7972192428201103
2018-07-17,0.7930718853406876
2018-07-18,0.7847379286070175
2018-07-19,0.7788317112297568
2018-07-20,0.7858243499317992
2018-07-23,0.8103531440447833
2018-07-24,0.8241460208088234
2018-07-25,0.8207871685979534
2018-07-26,0.8188688547338183
2018-07-27,0.8084879350317418
2018-07-30,0.8084951057438561
2018-07-31,0.8026375554306826
2018-08-01,0.7779983486710471
2018-08-02,0.758251966147055
2018-08-03,0.7530510778090265
2018-08-06,0.7354098680794706
2018-08-07,0.757645431395014
2018-08-08,0.7451343498320969
2018-08-09,0.7611801933008449
2018-08-10,0.7605213112727665
2018-08-13,0.7618623657326958
2018-08-14,0.7705418840941614
2018-08-15,0.753393071538283
2018-08-16,0.7438450044910074
2018-08-17,0.732734121002353
2018-08-20,0.7400931352018812
2018-08-21,0.744002692959419
2018-08-22,0.7342692017144707
2018-08-23,0.7350920015948965
2018-08-24,0.7370284066311491
2018-08-27,0.7526146487298204
2018-08-28,0.7610385694919662
2018-08-29,0.7535402346148932
2018-08-30,0.7368037614813658
2018-08-31,0.7387022436429854
2018-09-03,0.7395734604616926
2018-09-04,0.7510013470911008
2018-09-05,0.7383212432058731
2018-09-06,0.7450918007321022
2018-09-07,0.742385825580751
2018-09-10,0.7017983584869623
2018-09-11,0.6977620716044443
2018-09-12,0.7049187271138118
2018-09-13,0.711895281809499
2018-09-14,0.717312840586294
2018-09-17,0.7064064481475814
2018-09-18,0.7157264964660716
2018-09-19,0.7244264904261607
2018-09-20,0.7387060067607875
2018-09-21,0.7434366916015177
2018-09-25,0.7430084707564664
2018-09-26,0.7409421178435557
2018-09-27,0.7232201557315587
2018-09-28,0.7444975535547388
2018-10-08,0.7334675398934449
2018-10-09,0.7349670472810369
2018-10-10,0.7313649423533299
2018-10-11,0.6717565339307283
2018-10-12,0.6731781615002181
2018-10-15,0.6601546101505847
2018-10-16,0.651212575090152
2018-10-17,0.6541103179479433
2018-10-18,0.6273527561564638
2018-10-19,0.6361368539326973
2018-10-22,0.6679333123580636
2018-10-23,0.651654132969379
2018-10-24,0.6529572971617261
2018-10-25,0.6580375363632875
2018-10-26,0.6648392670521972
2018-10-29,0.6587389625163068
2018-10-30,0.671028128858434
2018-10-31,0.7158027626758288
2018-11-01,0.7202343434763014
2018-11-02,0.7304337470828174
2018-11-05,0.7314843306433096
2018-11-06,0.7341477387757187
2018-11-07,0.7218461960546445
2018-11-08,0.7147876404045417
2018-11-09,0.7072531281050876
2018-11-12,0.7252544876808271
2018-11-13,0.7282829971021297
2018-11-14,0.7199126442315782
2018-11-15,0.7359202592054076
2018-11-16,0.7340236021876101
2018-11-19,0.757082821968563
2018-11-20,0.7439573279336066
2018-11-21,0.7381627706353674
2018-11-22,0.7365421130402394
2018-11-23,0.6887165775889205
2018-11-26,0.6831736267570182
2018-11-27,0.6893814481353552
2018-11-28,0.6995394012250657
2018-11-29,0.6899560829514257
2018-11-30,0.6961138725012161
2018-12-03,0.7228595954908391
2018-12-04,0.7196550509858876
2018-12-05,0.7149857520839813
2018-12-06,0.7043282718667402
2018-12-07,0.7037855772350952
2018-12-10,0.6879745969644483
2018-12-11,0.6921599106577266
2018-12-12,0.6925748140410228
